categoria_principal_articulo;subcategoria_articulo;nombre_articulo;id_articulo;formato_venta_articulo;precio_articulo_por_formato_venta_articulo;unidad_medida_articulo;precio_por_unidad_articulo;cantidad_unidad_medida_articulo;url_enlace_articulo;imagen_articulo
Aceite, especias y salsas;Mayonesa;Salsa Light Hacendado;15793;Tarro;1.20;L;2.40;0,5;https://tienda.mercadona.es/product/15793/salsa-ligera-hacendado-60-menos-materia-grasa-tarro;https://prod-mercadona.imgix.net/images/79b30b271cce6b26843d738d7e94ae1c.jpg?fit=crop&h=300&w=300
Aceite, especias y salsas;Mayonesa;Salsa Light Hacendado;11551;Bote;1.40;L;2.86;0,49;https://tienda.mercadona.es/product/11551/salsa-light-hacendado-bote;https://prod-mercadona.imgix.net/images/c052be07c79938873d96d93f5100f062.jpg?fit=crop&h=300&w=300
Aceite, especias y salsas;Ketchup;Ketchup Hacendado;23579;Bote;1.15;kg;1.92;0,6;https://tienda.mercadona.es/product/23579/ketchup-hacendado-bote;https://prod-mercadona.imgix.net/images/560d3c1a007e5ab9c97cc0bb2b23b206.jpg?fit=crop&h=300&w=300
Aceite, especias y salsas;Ketchup;Ketchup en sobres individuales Hacendado;67586;Paquete;1.40;kg;5.83;0,24;https://tienda.mercadona.es/product/67586/ketchup-hacendado-sobres-individuales-paquete;https://prod-mercadona.imgix.net/images/fdd6165134ec5a050d930e02a92191eb.jpg?fit=crop&h=300&w=300
Aceite, especias y salsas;Ketchup;Salsa de tomate Zero sin azúcares añadidos Hacendado;35343;Bote;1.60;kg;2.67;0,6;https://tienda.mercadona.es/product/35343/ketchup-zero-azucares-anadidos-hacendado-bote;https://prod-mercadona.imgix.net/images/4ecccbaf38713c3f2966540720c5eec8.jpg?fit=crop&h=300&w=300
Aceite, especias y salsas;Mostaza;Mostaza a la antigua Hacendado;17229;Tarro;1.70;kg;8.50;0,2;https://tienda.mercadona.es/product/17229/mostaza-antigua-hacendado-tarro;https://prod-mercadona.imgix.net/images/231d24a385657047968b51e4ee6b6db5.jpg?fit=crop&h=300&w=300
Aceite, especias y salsas;Mostaza;Mostaza de Dijon Hacendado;17228;Tarro;1.25;kg;6.25;0,2;https://tienda.mercadona.es/product/17228/mostaza-dijon-hacendado-tarro;https://prod-mercadona.imgix.net/images/732a547ddb13e1ac5d7242a79807c611.jpg?fit=crop&h=300&w=300
Aceite, especias y salsas;Mostaza;Mostaza clásica Hacendado;23410;Bote;1.35;kg;3.48;0,388;https://tienda.mercadona.es/product/23410/mostaza-clasica-hacendado-bote;https://prod-mercadona.imgix.net/images/8a0749aa163298f9b2b036de495a1b05.jpg?fit=crop&h=300&w=300
Aceite, especias y salsas;Allioli;Allioli Chovi;17150;Tarrina;1.45;L;8.06;0,18;https://tienda.mercadona.es/product/17150/allioli-chovi-tarrina;https://prod-mercadona.imgix.net/images/8dd36370d7a4694f15c53ae896c21960.jpg?fit=crop&h=300&w=300
Aceite, especias y salsas;Allioli;Allioli Hacendado;17172;Tarrina;1.10;L;5.50;0,2;https://tienda.mercadona.es/product/17172/allioli-hacendado-tarrina;https://prod-mercadona.imgix.net/images/eadfc47766c0af744576aaa74de605b5.jpg?fit=crop&h=300&w=300
Aceite, especias y salsas;Allioli;Allioli en sobres individuales Hacendado;17173;Paquete;1.50;L;9.38;0,16;https://tienda.mercadona.es/product/17173/allioli-sobres-individuales-hacendado-paquete;https://prod-mercadona.imgix.net/images/a3af7184fb2d5417c88ac0cf9d4b9898.jpg?fit=crop&h=300&w=300
Aceite, especias y salsas;Tomate frito;Tomate frito Hacendado;17132;Pack-3;1.35;kg;1.13;1,2;https://tienda.mercadona.es/product/17132/tomate-frito-hacendado-pack-3;https://prod-mercadona.imgix.net/images/e589c8259daf4b9335098fb9ade7ee09.jpg?fit=crop&h=300&w=300
Aceite, especias y salsas;Tomate frito;Tomate frito Hacendado;17151;Pack-3;0.95;kg;1.51;0,63;https://tienda.mercadona.es/product/17151/tomate-frito-hacendado-pack-3;https://prod-mercadona.imgix.net/images/bef3c040943e4b6dd59b15f565ec4f08.jpg?fit=crop&h=300&w=300
Aceite, especias y salsas;Tomate frito;Tomate frito Hacendado;17108;Tarro;0.90;kg;1.61;0,56;https://tienda.mercadona.es/product/17108/tomate-frito-hacendado-tarro;https://prod-mercadona.imgix.net/images/aa5235f082055661c97dc0bcf5ade914.jpg?fit=crop&h=300&w=300
Aceite, especias y salsas;Tomate frito;Tomate frito receta artesana Hacendado;17163;Tarro;2.00;kg;3.57;0,56;https://tienda.mercadona.es/product/17163/tomate-frito-receta-artesana-hacendado-con-aceite-oliva-tarro;https://prod-mercadona.imgix.net/images/959baf90e8b8eee09398534f7c549992.jpg?fit=crop&h=300&w=300
Aceite, especias y salsas;Tomate frito;Tomate frito receta artesana Hacendado;17131;Tarro;1.50;kg;5.00;0,3;https://tienda.mercadona.es/product/17131/tomate-frito-receta-artesana-hacendado-con-aceite-oliva-tarro;https://prod-mercadona.imgix.net/images/450e65a016ec657d968e9926d761ec85.jpg?fit=crop&h=300&w=300
Aceite, especias y salsas;Tomate frito;Tomate frito estilo casero Hacendado;17153;Brick;1.20;kg;3.16;0,38;https://tienda.mercadona.es/product/17153/tomate-frito-estilo-casero-hacendado-con-aceite-oliva-brick;https://prod-mercadona.imgix.net/images/b316f525c80033093912e2829796b5cc.jpg?fit=crop&h=300&w=300
Aceite, especias y salsas;Tomate frito;Tomate frito Hacendado con aceite de oliva;17128;Pack-3;1.40;kg;2.22;0,63;https://tienda.mercadona.es/product/17128/tomate-frito-hacendado-con-aceite-oliva-pack-3;https://prod-mercadona.imgix.net/images/bac47a7f2186be4ef7b42b3fbc3775d6.jpg?fit=crop&h=300&w=300
Aceite, especias y salsas;Tomate frito;Tomate frito sin azúcares añadidos Hacendado;17330;Tarro;1.10;kg;1.96;0,56;https://tienda.mercadona.es/product/17330/tomate-frito-sin-azucares-anadidos-hacendado-tarro;https://prod-mercadona.imgix.net/images/0680dffe67fb4eac8c3423ddd35f15a1.jpg?fit=crop&h=300&w=300
Aceite, especias y salsas;Salsas para carnes;Salsa Barbacoa Hacendado;17346;Bote;1.15;kg;3.29;0,35;https://tienda.mercadona.es/product/17346/salsa-barbacoa-hacendado-bote;https://prod-mercadona.imgix.net/images/d01e6c7c307f1c60a9e67aac3e22700e.jpg?fit=crop&h=300&w=300
Aceite, especias y salsas;Salsas para carnes;Salsa pimienta verde Hacendado;17502;Sobre;1.25;kg;25.00;0,05;https://tienda.mercadona.es/product/17502/salsa-pimienta-verde-hacendado;https://prod-mercadona.imgix.net/images/66986e35fb04401c696133d645f401d9.jpg?fit=crop&h=300&w=300
Aceite, especias y salsas;Salsas para carnes;Salsa Burger Hacendado;17347;Bote;1.35;L;5.40;0,25;https://tienda.mercadona.es/product/17347/salsa-burger-hacendado-bote;https://prod-mercadona.imgix.net/images/c11a9b7e2f3a5b67d87cfb33583193e9.jpg?fit=crop&h=300&w=300
Aceite, especias y salsas;Salsas para carnes;Salsa Piri Piri Hacendado;17396;Botella;1.00;L;5.13;0,195;https://tienda.mercadona.es/product/17396/salsa-piri-piri-hacendado-botella;https://prod-mercadona.imgix.net/images/c17d2319747366d2987a22ad455aa37e.jpg?fit=crop&h=300&w=300
Aceite, especias y salsas;Salsas para carnes;Salsa curry Tikka Masala Hacendado picante;35412;Paquete;2.00;kg;11.11;0,18;https://tienda.mercadona.es/product/35412/salsa-curry-tikka-masala-hacendado-picante-paquete;https://prod-mercadona.imgix.net/images/10d9d4c3a66655996a17513dca01d11b.jpg?fit=crop&h=300&w=300
Aceite, especias y salsas;Salsas para pasta;Salsa Pesto con albahaca Hacendado;35438;Tarro;1.95;kg;10.26;0,19;https://tienda.mercadona.es/product/35438/salsa-pesto-con-albahaca-hacendado-tarro;https://prod-mercadona.imgix.net/images/0bb668dd6446fae242c2af59e4fa96a9.jpg?fit=crop&h=300&w=300
Aceite, especias y salsas;Salsas para pasta;Salsa de tomate Boloñesa Hacendado;52858;Tarro;1.90;kg;4.75;0,4;https://tienda.mercadona.es/product/52858/salsa-tomate-bolonesa-hacendado-tarro;https://prod-mercadona.imgix.net/images/b43441a6206b27f5f6c6d2c5d9a5068b.jpg?fit=crop&h=300&w=300
Aceite, especias y salsas;Salsas para pasta;Salsa de tomate con Albahaca Hacendado;52859;Tarro;1.75;kg;4.38;0,4;https://tienda.mercadona.es/product/52859/salsa-tomate-con-albahaca-hacendado-tarro;https://prod-mercadona.imgix.net/images/a4df9be0e66c4c72ee971c33856dfc27.jpg?fit=crop&h=300&w=300
Aceite, especias y salsas;Salsas para pasta;Salsa fresca Trufa Hacendado;17410;Paquete;1.45;kg;10.36;0,14;https://tienda.mercadona.es/product/17410/salsa-fresca-trufa-hacendado-paquete;https://prod-mercadona.imgix.net/images/912baa300a06ed9f81d714338bda0d1d.jpg?fit=crop&h=300&w=300
Aceite, especias y salsas;Salsas para pasta;Salsa fresca Queso Hacendado;17409;Paquete;1.45;kg;8.06;0,18;https://tienda.mercadona.es/product/17409/salsa-fresca-queso-hacendado-paquete;https://prod-mercadona.imgix.net/images/1e524f23891de8f06943ee50efcca5eb.jpg?fit=crop&h=300&w=300
Aceite, especias y salsas;Salsas para pasta;Salsa fresca Pesto con albahaca Hacendado;35186;Tarrina;2.00;kg;13.33;0,15;https://tienda.mercadona.es/product/35186/salsa-fresca-pesto-con-albahaca-hacendado-tarrina;https://prod-mercadona.imgix.net/images/5f6f165b0afc47923dc34742a306ecdc.jpg?fit=crop&h=300&w=300
Aceite, especias y salsas;Salsas para pasta;Salsa fresca Setas Hacendado;35184;Paquete;1.65;kg;9.17;0,18;https://tienda.mercadona.es/product/35184/salsa-fresca-setas-paquete;https://prod-mercadona.imgix.net/images/c8091b0b897fb086c646859dc5a91cd4.jpg?fit=crop&h=300&w=300
Aceite, especias y salsas;Salsas para pasta;Salsa fresca Carbonara Hacendado;35183;;1.65;kg;8.25;0,2;https://tienda.mercadona.es/product/35183/salsa-fresca-carbonara-hacendado-paquete;https://prod-mercadona.imgix.net/images/643b62af9834e65841d075241db47051.jpg?fit=crop&h=300&w=300
Aceite, especias y salsas;Salsas orientales;Salsa de Soja Hacendado;17360;Botella;1.25;L;5.00;0,25;https://tienda.mercadona.es/product/17360/salsa-soja-hacendado-botella;https://prod-mercadona.imgix.net/images/ecdca4a8897163723c7826a359c12db8.jpg?fit=crop&h=300&w=300
Aceite, especias y salsas;Salsas orientales;Salsa Teriyaki Hacendado;17362;Botella;1.65;L;6.60;0,25;https://tienda.mercadona.es/product/17362/salsa-teriyaki-hacendado-botella;https://prod-mercadona.imgix.net/images/b361883f2b0e1831df892c20d8d3177f.jpg?fit=crop&h=300&w=300
Aceite, especias y salsas;Salsas orientales;Salsa Thai Chili dulce J-Lek;22613;Botella;1.55;L;6.20;0,25;https://tienda.mercadona.es/product/22613/salsa-thai-chili-dulce-j-lek-botella;https://prod-mercadona.imgix.net/images/a78a26ce8c62f34f4aaffe47012602cd.jpg?fit=crop&h=300&w=300
Aceite, especias y salsas;Salsas orientales;Salsa de Soja sin gluten Hacendado;17382;Botella;2.50;L;10.00;0,25;https://tienda.mercadona.es/product/17382/salsa-soja-sin-gluten-hacendado-botella;https://prod-mercadona.imgix.net/images/72f1e3b9e1300b612fb69f4da0aef0a0.jpg?fit=crop&h=300&w=300
Aceite, especias y salsas;Otras salsas;Guacamole Hacendado;3840;Tarrina;3.95;kg;7.90;0,5;https://tienda.mercadona.es/product/3840/guacamole-hacendado-95-aguacate-fresco-tarrina;https://prod-mercadona.imgix.net/images/5c3a7d00a6c79339f48bae00593089ed.jpg?fit=crop&h=300&w=300
Aceite, especias y salsas;Otras salsas;Guacamole Hacendado;3852;Tarrina;1.80;kg;9.00;0,2;https://tienda.mercadona.es/product/3852/guacamole-hacendado-95-aguacate-fresco-tarrina;https://prod-mercadona.imgix.net/images/534186c0a94952f5b363f467580cf747.jpg?fit=crop&h=300&w=300
Aceite, especias y salsas;Otras salsas;Salsa Yogur Hacendado;17327;Bote;1.20;L;3.87;0,31;https://tienda.mercadona.es/product/17327/salsa-yogur-hacendado-bote;https://prod-mercadona.imgix.net/images/f4f57aefa10e985720547fb5709d2239.jpg?fit=crop&h=300&w=300
Aceite, especias y salsas;Otras salsas;Salsa Mexicana Hacendado;16827;Tarro;1.25;kg;4.17;0,3;https://tienda.mercadona.es/product/16827/salsa-mexicana-hacendado-tarro;https://prod-mercadona.imgix.net/images/e2a7598c750f05d6a6635c5f5b2f7e93.jpg?fit=crop&h=300&w=300
Aceite, especias y salsas;Otras salsas;Salsa Ranch Hacendado;17386;Bote;1.35;L;5.40;0,25;https://tienda.mercadona.es/product/17386/salsa-ranch-hacendado-bote;https://prod-mercadona.imgix.net/images/a2d702a98df2e597f718d77732ff9552.jpg?fit=crop&h=300&w=300
Aceite, especias y salsas;Otras salsas;Salsa César Hacendado;17366;Bote;1.40;L;4.52;0,31;https://tienda.mercadona.es/product/17366/salsa-cesar-hacendado-bote;https://prod-mercadona.imgix.net/images/122802e38ed7cd81b07053e5a0728859.jpg?fit=crop&h=300&w=300
Aceite, especias y salsas;Otras salsas;Aliño de aceite con perejil y ajo Hacendado;17265;Tarrina;1.75;L;11.67;0,15;https://tienda.mercadona.es/product/17265/alino-aceite-ajo-perejil-hacendado-tarrina;https://prod-mercadona.imgix.net/images/081c554fcf8b0512ed68017f76ac8145.jpg?fit=crop&h=300&w=300
Aceite, especias y salsas;Otras salsas;Salsa Miel y Mostaza Hacendado;52467;Bote;1.45;kg;4.26;0,34;https://tienda.mercadona.es/product/52467/salsa-miel-mostaza-hacendado-bote;https://prod-mercadona.imgix.net/images/bf1910aae611cceecb9f3f477905425b.jpg?fit=crop&h=300&w=300
Aceite, especias y salsas;Otras salsas;Salsa de Trufa;17259;Bote;3.10;kg;38.75;0,08;https://tienda.mercadona.es/product/17259/salsa-trufas-bote;https://prod-mercadona.imgix.net/images/5cc6e29dc5753bd3e518ffa264cfc631.jpg?fit=crop&h=300&w=300
Aceite, especias y salsas;Otras salsas;Salsa Gajo Rústica Hacendado;17348;Bote;1.35;L;5.40;0,25;https://tienda.mercadona.es/product/17348/salsa-gajos-rustica-hacendado-bote;https://prod-mercadona.imgix.net/images/82f7961d7a7e826a2c5a5b7e33db5c3e.jpg?fit=crop&h=300&w=300
Aceite, especias y salsas;Otras salsas;Salsa de Queso Hacendado;35344;Tarro;1.65;L;5.89;0,28;https://tienda.mercadona.es/product/35344/salsa-queso-hacendado-tarro;https://prod-mercadona.imgix.net/images/002c102a9dfd1eb4b9c0e42d917e8be6.jpg?fit=crop&h=300&w=300
Aceite, especias y salsas;Otras salsas;Chili con carne Hacendado;23137;Bote;2.80;kg;6.67;0,42;https://tienda.mercadona.es/product/23137/chili-con-carne-hacendado-bote;https://prod-mercadona.imgix.net/images/23f1baf002c760cb149df11895be7370.jpg?fit=crop&h=300&w=300
Aceite, especias y salsas;Otras salsas;Salsa Cocktail Hacendado;11552;Bote;1.40;L;2.86;0,49;https://tienda.mercadona.es/product/11552/salsa-cocktail-hacendado-bote;https://prod-mercadona.imgix.net/images/6ec2058466e9a3c01a180c5d890d3998.jpg?fit=crop&h=300&w=300
Aceite, especias y salsas;Otras salsas;Carne de pimiento choricero Hacendado;34157;Tarro;1.55;kg;11.07;0,14;https://tienda.mercadona.es/product/34157/carne-pimiento-choricero-hacendado-tarro;https://prod-mercadona.imgix.net/images/9e50c105104706ffbc3a73c66453c47c.jpg?fit=crop&h=300&w=300
Aceite, especias y salsas;Otras salsas;Pasta de sésamo Tahini Hacendado;17441;Tarro;2.95;kg;14.75;0,2;https://tienda.mercadona.es/product/17441/pasta-sesamo-tahini-hacendado-tarro;https://prod-mercadona.imgix.net/images/aacac8f4a74ba4e728c120af82c4cc48.jpg?fit=crop&h=300&w=300
Aceite, especias y salsas;Otras salsas;Salsa Bechamel Knorr;8803;;2.55;L;4.25;0,6;https://tienda.mercadona.es/product/8803/salsa-bechamel-knorr-pack-3;https://prod-mercadona.imgix.net/images/a2866ce78ee9ef4eb24eb443710109c0.jpg?fit=crop&h=300&w=300
Agua y refrescos;Agua sin gas;Agua mineral grande Fuente Dehesa;52630;Garrafa;1.28;L;0.21;6;https://tienda.mercadona.es/product/52630/agua-mineral-grande-fuente-dehesa-mineralizacion-muy-debil-garrafa;https://prod-mercadona.imgix.net/images/b5aaab15625f9b00ff4efd92d9517dae.jpg?fit=crop&h=300&w=300
Agua y refrescos;Agua sin gas;Agua mineral grande Fuente Dehesa;15758;Pack-6;2.34;L;0.26;9;https://tienda.mercadona.es/product/15758/agua-mineral-grande-fuente-dehesa-mineralizacion-muy-debil-pack-6;https://prod-mercadona.imgix.net/images/135e6024b69509ac5c6ac18d5f4a44d1.jpg?fit=crop&h=300&w=300
Agua y refrescos;Agua sin gas;Agua mineral grande Fuente Dehesa;15759;Botella;0.39;L;0.26;1,5;https://tienda.mercadona.es/product/15759/agua-mineral-grande-fuente-dehesa-mineralizacion-muy-debil-botella;https://prod-mercadona.imgix.net/images/1b2dc49fbd0b37b3501b50f48153fcde.jpg?fit=crop&h=300&w=300
Agua y refrescos;Agua sin gas;Agua mineral mediana Fuente Dehesa;15760;Pack-6;3.00;L;0.50;6;https://tienda.mercadona.es/product/15760/agua-mineral-mediana-fuente-dehesa-mineralizacion-muy-debil-pack-6;https://prod-mercadona.imgix.net/images/0190875678d7b33415230e4b99ad5ed0.jpg?fit=crop&h=300&w=300
Agua y refrescos;Agua sin gas;Agua mineral mediana Fuente Dehesa;15761;Botella;0.50;L;0.50;1;https://tienda.mercadona.es/product/15761/agua-mineral-mediana-fuente-dehesa-mineralizacion-muy-debil-botella;https://prod-mercadona.imgix.net/images/eb090b4a4d112cddc09d3b9156c70a1a.jpg?fit=crop&h=300&w=300
Agua y refrescos;Agua sin gas;Agua mineral pequeña Fuente Dehesa;15762;Pack-6;1.74;L;0.58;3;https://tienda.mercadona.es/product/15762/agua-mineral-pequena-fuente-dehesa-mineralizacion-muy-debil-pack-6;https://prod-mercadona.imgix.net/images/593708f1afc7d240ebda6070b0e01381.jpg?fit=crop&h=300&w=300
Agua y refrescos;Agua sin gas;Agua mineral pequeña Fuente Dehesa;15763;Botella;0.29;L;0.58;0,5;https://tienda.mercadona.es/product/15763/agua-mineral-pequena-fuente-dehesa-mineralizacion-muy-debil-botella;https://prod-mercadona.imgix.net/images/00eb152af93662d4f569661eeb440e5a.jpg?fit=crop&h=300&w=300
Agua y refrescos;Agua sin gas;Agua mineral pequeña Fuente Dehesa tapón infantil;22391;Pack-6;2.40;L;1.21;1,98;https://tienda.mercadona.es/product/22391/agua-mineral-pequena-fuente-dehesa-tapon-infantil-mineralizacion-muy-debil-pack-6;https://prod-mercadona.imgix.net/images/dad71863811d4c19d74fb70e2e971d5c.jpg?fit=crop&h=300&w=300
Agua y refrescos;Agua sin gas;Agua mineral pequeña Fuente Dehesa tapón infantil;22392;Botella;0.40;L;1.21;0,33;https://tienda.mercadona.es/product/22392/agua-mineral-pequena-fuente-dehesa-tapon-infantil-mineralizacion-muy-debil-botella;https://prod-mercadona.imgix.net/images/1eae819707ebff4c177413d6bfa7d9e6.jpg?fit=crop&h=300&w=300
Agua y refrescos;Agua sin gas;Agua mineral grande Cortes;28060;Garrafa;0.92;L;0.12;8;https://tienda.mercadona.es/product/28060/agua-mineral-grande-cortes-mineralizacion-debil-garrafa;https://prod-mercadona.imgix.net/images/a14b5e6a1bad52882140b1140f2867a7.jpg?fit=crop&h=300&w=300
Agua y refrescos;Agua sin gas;Agua mineral grande Cortes;27088;Garrafa;0.79;L;0.13;6;https://tienda.mercadona.es/product/27088/agua-mineral-grande-cortes-mineralizacion-debil-garrafa;https://prod-mercadona.imgix.net/images/99c5e9958157e142495655834ab0702d.jpg?fit=crop&h=300&w=300
Agua y refrescos;Agua sin gas;Agua mineral grande Cortes;28269;;1.50;L;0.17;9;https://tienda.mercadona.es/product/28269/agua-mineral-grande-cortes-mineralizacion-debil-pack-6;https://prod-mercadona.imgix.net/images/dd8aa0c056bc0808e2fa05beb8f06ba9.jpg?fit=crop&h=300&w=300
Agua y refrescos;Agua sin gas;Agua mineral grande Cortes;28270;Botella;0.25;L;0.17;1,5;https://tienda.mercadona.es/product/28270/agua-mineral-grande-cortes-mineralizacion-debil-botella;https://prod-mercadona.imgix.net/images/f249e75009d28d20fa64a9013922d46d.jpg?fit=crop&h=300&w=300
Agua y refrescos;Agua sin gas;Agua mineral mediana Cortes;28163;;2.40;L;0.40;6;https://tienda.mercadona.es/product/28163/agua-mineral-mediana-cortes-mineralizacion-debil-pack-6;https://prod-mercadona.imgix.net/images/c2a5599cc76c55ff082d59576351029f.jpg?fit=crop&h=300&w=300
Agua y refrescos;Agua sin gas;Agua mineral mediana Cortes;28164;Botella;0.40;L;0.40;1;https://tienda.mercadona.es/product/28164/agua-mineral-mediana-cortes-mineralizacion-debil-botella;https://prod-mercadona.imgix.net/images/5021f011386c8cb1e3a1d21c03cdadc8.jpg?fit=crop&h=300&w=300
Agua y refrescos;Agua sin gas;Agua mineral pequeña Cortes;27076;;1.44;L;0.48;3;https://tienda.mercadona.es/product/27076/agua-mineral-pequena-cortes-mineralizacion-debil-pack-6;https://prod-mercadona.imgix.net/images/da8277237500fa130439951065afa7a7.jpg?fit=crop&h=300&w=300
Agua y refrescos;Agua sin gas;Agua mineral pequeña Cortes;27078;Botella;0.24;L;0.48;0,5;https://tienda.mercadona.es/product/27078/agua-mineral-pequena-cortes-mineralizacion-debil-botella;https://prod-mercadona.imgix.net/images/7859f0c0c61e68ca6fedc004ab1b74da.jpg?fit=crop&h=300&w=300
Agua y refrescos;Agua sin gas;Agua mineral pequeña Cortes tapón infantil;28288;Pack-6;1.56;L;0.79;1,98;https://tienda.mercadona.es/product/28288/agua-mineral-pequena-cortes-tapon-infantil-mineralizacion-debil-pack-6;https://prod-mercadona.imgix.net/images/319d6bcf5540920cbaf7ff18425c5926.jpg?fit=crop&h=300&w=300
